service_id,date,exception_type
0000000692023091120240611,20231226,2
0000000692023091120240611,20231227,2
0000000692023091120240611,20231228,2
0000000692023091120240611,20231229,2
0000000692023091120240611,20231230,2
0000000692023091120240611,20240101,2
0000000692023091120240611,20240102,2
0000000692023091120240611,20240103,2
0000000692023091120240611,20240104,2
0000000692023091120240611,20240105,2
0000000692023091120240611,20240106,2
0000000692023091120240611,20240208,2
0000000692023091120240611,20240209,2
0000000692023091120240611,20240210,2
0000000692023091120240611,20240212,2
0000000692023091120240611,20240213,2
0000000692023091120240611,20240328,2
0000000692023091120240611,20240329,2
0000000692023091120240611,20240330,2
0000000692023091120240611,20240401,2
0000000692023091120240611,20240402,2
0000000692023091120240611,20240425,2
0000000692023091120240611,20240501,2
0000000772023091120240611,20231101,2
0000000772023091120240611,20231208,2
0000000772023091120240611,20231209,2
0000000772023091120240611,20231223,2
0000000772023091120240611,20231225,2
0000000772023091120240611,20231226,2
0000000772023091120240611,20231227,2
0000000772023091120240611,20231228,2
0000000772023091120240611,20231229,2
0000000772023091120240611,20231230,2
0000000772023091120240611,20240101,2
0000000772023091120240611,20240102,2
0000000772023091120240611,20240103,2
0000000772023091120240611,20240104,2
0000000772023091120240611,20240105,2
0000000772023091120240611,20240106,2
0000000772023091120240611,20240208,2
0000000772023091120240611,20240209,2
0000000772023091120240611,20240210,2
0000000772023091120240611,20240212,2
0000000772023091120240611,20240213,2
0000000772023091120240611,20240328,2
0000000772023091120240611,20240329,2
0000000772023091120240611,20240330,2
0000000772023091120240611,20240401,2
0000000772023091120240611,20240402,2
0000000772023091120240611,20240425,2
0000000772023091120240611,20240501,2
0000000822023091120240611,20231101,2
0000000822023091120240611,20231208,2
0000000822023091120240611,20231225,2
0000000822023091120240611,20231226,2
0000000822023091120240611,20240101,2
0000000822023091120240611,20240106,2
0000000822023091120240611,20240212,2
0000000822023091120240611,20240401,2
0000000822023091120240611,20240425,2
0000000822023091120240611,20240501,2
0000001092023091120240611,20230911,2
0000001092023091120240611,20230912,2
0000001092023091120240611,20230913,2
0000001092023091120240611,20230914,2
0000001092023091120240611,20230915,2
0000001092023091120240611,20230916,2
0000001092023091120240611,20230918,2
0000001092023091120240611,20230919,2
0000001092023091120240611,20230920,2
0000001092023091120240611,20230921,2
0000001092023091120240611,20230922,2
0000001092023091120240611,20230923,2
0000001092023091120240611,20230925,2
0000001092023091120240611,20230926,2
0000001092023091120240611,20230927,2
0000001092023091120240611,20230928,2
0000001092023091120240611,20230929,2
0000001092023091120240611,20230930,2
0000001092023091120240611,20231002,2
0000001092023091120240611,20231003,2
0000001092023091120240611,20231004,2
0000001092023091120240611,20231005,2
0000001092023091120240611,20231006,2
0000001092023091120240611,20231007,2
0000001092023091120240611,20231009,2
0000001092023091120240611,20231010,2
0000001092023091120240611,20231011,2
0000001092023091120240611,20231012,2
0000001092023091120240611,20231013,2
0000001092023091120240611,20231014,2
0000001092023091120240611,20231016,2
0000001092023091120240611,20231017,2
0000001092023091120240611,20231018,2
0000001092023091120240611,20231019,2
0000001092023091120240611,20231020,2
0000001092023091120240611,20231021,2
0000001092023091120240611,20231023,2
0000001092023091120240611,20231024,2
0000001092023091120240611,20231025,2
0000001092023091120240611,20231026,2
0000001092023091120240611,20231027,2
0000001092023091120240611,20231028,2
0000001092023091120240611,20231030,2
0000001092023091120240611,20231031,2
0000001092023091120240611,20231101,2
0000001092023091120240611,20231102,2
0000001092023091120240611,20231103,2
0000001092023091120240611,20231104,2
0000001092023091120240611,20231106,2
0000001092023091120240611,20231107,2
0000001092023091120240611,20231108,2
0000001092023091120240611,20231109,2
0000001092023091120240611,20231110,2
0000001092023091120240611,20231111,2
0000001092023091120240611,20231113,2
0000001092023091120240611,20231114,2
0000001092023091120240611,20231115,2
0000001092023091120240611,20231116,2
0000001092023091120240611,20231117,2
0000001092023091120240611,20231118,2
0000001092023091120240611,20231120,2
0000001092023091120240611,20231121,2
0000001092023091120240611,20231122,2
0000001092023091120240611,20231123,2
0000001092023091120240611,20231124,2
0000001092023091120240611,20231125,2
0000001092023091120240611,20231127,2
0000001092023091120240611,20231128,2
0000001092023091120240611,20231129,2
0000001092023091120240611,20231130,2
0000001092023091120240611,20231201,2
0000001092023091120240611,20231202,2
0000001092023091120240611,20231204,2
0000001092023091120240611,20231205,2
0000001092023091120240611,20231206,2
0000001092023091120240611,20231207,2
0000001092023091120240611,20231208,2
0000001092023091120240611,20231209,1
0000001092023091120240611,20231211,2
0000001092023091120240611,20231212,2
0000001092023091120240611,20231213,2
0000001092023091120240611,20231214,2
0000001092023091120240611,20231215,2
0000001092023091120240611,20231216,2
0000001092023091120240611,20231218,2
0000001092023091120240611,20231219,2
0000001092023091120240611,20231220,2
0000001092023091120240611,20231221,2
0000001092023091120240611,20231222,2
0000001092023091120240611,20231223,1
0000001092023091120240611,20231225,2
0000001092023091120240611,20231226,2
0000001092023091120240611,20231227,1
0000001092023091120240611,20231228,1
0000001092023091120240611,20231229,1
0000001092023091120240611,20231230,1
0000001092023091120240611,20240101,2
0000001092023091120240611,20240102,1
0000001092023091120240611,20240103,1
0000001092023091120240611,20240104,1
0000001092023091120240611,20240105,1
0000001092023091120240611,20240106,2
0000001092023091120240611,20240108,2
0000001092023091120240611,20240109,2
0000001092023091120240611,20240110,2
0000001092023091120240611,20240111,2
0000001092023091120240611,20240112,2
0000001092023091120240611,20240113,2
0000001092023091120240611,20240115,2
0000001092023091120240611,20240116,2
0000001092023091120240611,20240117,2
0000001092023091120240611,20240118,2
0000001092023091120240611,20240119,2
0000001092023091120240611,20240120,2
0000001092023091120240611,20240122,2
0000001092023091120240611,20240123,2
0000001092023091120240611,20240124,2
0000001092023091120240611,20240125,2
0000001092023091120240611,20240126,2
0000001092023091120240611,20240127,2
0000001092023091120240611,20240129,2
0000001092023091120240611,20240130,2
0000001092023091120240611,20240131,2
0000001092023091120240611,20240201,2
0000001092023091120240611,20240202,2
0000001092023091120240611,20240203,2
0000001092023091120240611,20240205,2
0000001092023091120240611,20240206,2
0000001092023091120240611,20240207,2
0000001092023091120240611,20240208,1
0000001092023091120240611,20240209,1
0000001092023091120240611,20240210,1
0000001092023091120240611,20240212,2
0000001092023091120240611,20240213,1
0000001092023091120240611,20240214,2
0000001092023091120240611,20240215,2
0000001092023091120240611,20240216,2
0000001092023091120240611,20240217,2
0000001092023091120240611,20240219,2
0000001092023091120240611,20240220,2
0000001092023091120240611,20240221,2
0000001092023091120240611,20240222,2
0000001092023091120240611,20240223,2
0000001092023091120240611,20240224,2
0000001092023091120240611,20240226,2
0000001092023091120240611,20240227,2
0000001092023091120240611,20240228,2
0000001092023091120240611,20240229,2
0000001092023091120240611,20240301,2
0000001092023091120240611,20240302,2
0000001092023091120240611,20240304,2
0000001092023091120240611,20240305,2
0000001092023091120240611,20240306,2
0000001092023091120240611,20240307,2
0000001092023091120240611,20240308,2
0000001092023091120240611,20240309,2
0000001092023091120240611,20240311,2
0000001092023091120240611,20240312,2
0000001092023091120240611,20240313,2
0000001092023091120240611,20240314,2
0000001092023091120240611,20240315,2
0000001092023091120240611,20240316,2
0000001092023091120240611,20240318,2
0000001092023091120240611,20240319,2
0000001092023091120240611,20240320,2
0000001092023091120240611,20240321,2
0000001092023091120240611,20240322,2
0000001092023091120240611,20240323,2
0000001092023091120240611,20240325,2
0000001092023091120240611,20240326,2
0000001092023091120240611,20240327,2
0000001092023091120240611,20240328,1
0000001092023091120240611,20240329,1
0000001092023091120240611,20240330,1
0000001092023091120240611,20240401,2
0000001092023091120240611,20240402,1
0000001092023091120240611,20240403,2
0000001092023091120240611,20240404,2
0000001092023091120240611,20240405,2
0000001092023091120240611,20240406,2
0000001092023091120240611,20240408,2
0000001092023091120240611,20240409,2
0000001092023091120240611,20240410,2
0000001092023091120240611,20240411,2
0000001092023091120240611,20240412,2
0000001092023091120240611,20240413,2
0000001092023091120240611,20240415,2
0000001092023091120240611,20240416,2
0000001092023091120240611,20240417,2
0000001092023091120240611,20240418,2
0000001092023091120240611,20240419,2
0000001092023091120240611,20240420,2
0000001092023091120240611,20240422,2
0000001092023091120240611,20240423,2
0000001092023091120240611,20240424,2
0000001092023091120240611,20240425,2
0000001092023091120240611,20240426,2
0000001092023091120240611,20240427,2
0000001092023091120240611,20240429,2
0000001092023091120240611,20240430,2
0000001092023091120240611,20240501,2
0000001092023091120240611,20240502,2
0000001092023091120240611,20240503,2
0000001092023091120240611,20240504,2
0000001092023091120240611,20240506,2
0000001092023091120240611,20240507,2
0000001092023091120240611,20240508,2
0000001092023091120240611,20240509,2
0000001092023091120240611,20240510,2
0000001092023091120240611,20240511,2
0000001092023091120240611,20240513,2
0000001092023091120240611,20240514,2
0000001092023091120240611,20240515,2
0000001092023091120240611,20240516,2
0000001092023091120240611,20240517,2
0000001092023091120240611,20240518,2
0000001092023091120240611,20240520,2
0000001092023091120240611,20240521,2
0000001092023091120240611,20240522,2
0000001092023091120240611,20240523,2
0000001092023091120240611,20240524,2
0000001092023091120240611,20240525,2
0000001092023091120240611,20240527,2
0000001092023091120240611,20240528,2
0000001092023091120240611,20240529,2
0000001092023091120240611,20240530,2
0000001092023091120240611,20240531,2
0000001092023091120240611,20240601,2
0000001092023091120240611,20240603,2
0000001092023091120240611,20240604,2
0000001092023091120240611,20240605,2
0000001092023091120240611,20240606,2
0000001092023091120240611,20240607,2
0000001092023091120240611,20240608,2
0000001092023091120240611,20240610,2
0000001092023091120240611,20240611,2
0000001432023091120240611,20230911,2
0000001432023091120240611,20230912,2
0000001432023091120240611,20230913,2
0000001432023091120240611,20230914,2
0000001432023091120240611,20230915,2
0000001432023091120240611,20230916,2
0000001432023091120240611,20230918,2
0000001432023091120240611,20230919,2
0000001432023091120240611,20230920,2
0000001432023091120240611,20230921,2
0000001432023091120240611,20230922,2
0000001432023091120240611,20230923,2
0000001432023091120240611,20230925,2
0000001432023091120240611,20230926,2
0000001432023091120240611,20230927,2
0000001432023091120240611,20230928,2
0000001432023091120240611,20230929,2
0000001432023091120240611,20230930,2
0000001432023091120240611,20231002,2
0000001432023091120240611,20231003,2
0000001432023091120240611,20231004,2
0000001432023091120240611,20231005,2
0000001432023091120240611,20231006,2
0000001432023091120240611,20231007,2
0000001432023091120240611,20231009,2
0000001432023091120240611,20231010,2
0000001432023091120240611,20231011,2
0000001432023091120240611,20231012,2
0000001432023091120240611,20231013,2
0000001432023091120240611,20231014,2
0000001432023091120240611,20231016,2
0000001432023091120240611,20231017,2
0000001432023091120240611,20231018,2
0000001432023091120240611,20231019,2
0000001432023091120240611,20231020,2
0000001432023091120240611,20231021,2
0000001432023091120240611,20231023,2
0000001432023091120240611,20231024,2
0000001432023091120240611,20231025,2
0000001432023091120240611,20231026,2
0000001432023091120240611,20231027,2
0000001432023091120240611,20231028,2
0000001432023091120240611,20231030,2
0000001432023091120240611,20231031,2
0000001432023091120240611,20231101,2
0000001432023091120240611,20231102,2
0000001432023091120240611,20231103,2
0000001432023091120240611,20231104,2
0000001432023091120240611,20231106,2
0000001432023091120240611,20231107,2
0000001432023091120240611,20231108,2
0000001432023091120240611,20231109,2
0000001432023091120240611,20231110,2
0000001432023091120240611,20231111,2
0000001432023091120240611,20231113,2
0000001432023091120240611,20231114,2
0000001432023091120240611,20231115,2
0000001432023091120240611,20231116,2
0000001432023091120240611,20231117,2
0000001432023091120240611,20231118,2
0000001432023091120240611,20231120,2
0000001432023091120240611,20231121,2
0000001432023091120240611,20231122,2
0000001432023091120240611,20231123,2
0000001432023091120240611,20231124,2
0000001432023091120240611,20231125,2
0000001432023091120240611,20231127,2
0000001432023091120240611,20231128,2
0000001432023091120240611,20231129,2
0000001432023091120240611,20231130,2
0000001432023091120240611,20231201,2
0000001432023091120240611,20231202,2
0000001432023091120240611,20231204,2
0000001432023091120240611,20231205,2
0000001432023091120240611,20231206,2
0000001432023091120240611,20231207,2
0000001432023091120240611,20231208,2
0000001432023091120240611,20231209,2
0000001432023091120240611,20231211,2
0000001432023091120240611,20231212,2
0000001432023091120240611,20231213,2
0000001432023091120240611,20231214,2
0000001432023091120240611,20231215,2
0000001432023091120240611,20231216,2
0000001432023091120240611,20231218,2
0000001432023091120240611,20231219,2
0000001432023091120240611,20231220,2
0000001432023091120240611,20231221,2
0000001432023091120240611,20231222,2
0000001432023091120240611,20231225,2
0000001432023091120240611,20231226,2
0000001432023091120240611,20240101,2
0000001432023091120240611,20240106,2
0000001432023091120240611,20240108,2
0000001432023091120240611,20240109,2
0000001432023091120240611,20240110,2
0000001432023091120240611,20240111,2
0000001432023091120240611,20240112,2
0000001432023091120240611,20240113,2
0000001432023091120240611,20240115,2
0000001432023091120240611,20240116,2
0000001432023091120240611,20240117,2
0000001432023091120240611,20240118,2
0000001432023091120240611,20240119,2
0000001432023091120240611,20240120,2
0000001432023091120240611,20240122,2
0000001432023091120240611,20240123,2
0000001432023091120240611,20240124,2
0000001432023091120240611,20240125,2
0000001432023091120240611,20240126,2
0000001432023091120240611,20240127,2
0000001432023091120240611,20240129,2
0000001432023091120240611,20240130,2
0000001432023091120240611,20240131,2
0000001432023091120240611,20240201,2
0000001432023091120240611,20240202,2
0000001432023091120240611,20240203,2
0000001432023091120240611,20240205,2
0000001432023091120240611,20240206,2
0000001432023091120240611,20240207,2
0000001432023091120240611,20240214,2
0000001432023091120240611,20240215,2
0000001432023091120240611,20240216,2
0000001432023091120240611,20240217,2
0000001432023091120240611,20240219,2
0000001432023091120240611,20240220,2
0000001432023091120240611,20240221,2
0000001432023091120240611,20240222,2
0000001432023091120240611,20240223,2
0000001432023091120240611,20240224,2
0000001432023091120240611,20240226,2
0000001432023091120240611,20240227,2
0000001432023091120240611,20240228,2
0000001432023091120240611,20240229,2
0000001432023091120240611,20240301,2
0000001432023091120240611,20240302,2
0000001432023091120240611,20240304,2
0000001432023091120240611,20240305,2
0000001432023091120240611,20240306,2
0000001432023091120240611,20240307,2
0000001432023091120240611,20240308,2
0000001432023091120240611,20240309,2
0000001432023091120240611,20240311,2
0000001432023091120240611,20240312,2
0000001432023091120240611,20240313,2
0000001432023091120240611,20240314,2
0000001432023091120240611,20240315,2
0000001432023091120240611,20240316,2
0000001432023091120240611,20240318,2
0000001432023091120240611,20240319,2
0000001432023091120240611,20240320,2
0000001432023091120240611,20240321,2
0000001432023091120240611,20240322,2
0000001432023091120240611,20240323,2
0000001432023091120240611,20240325,2
0000001432023091120240611,20240326,2
0000001432023091120240611,20240327,2
0000001432023091120240611,20240401,2
0000001432023091120240611,20240403,2
0000001432023091120240611,20240404,2
0000001432023091120240611,20240405,2
0000001432023091120240611,20240406,2
0000001432023091120240611,20240408,2
0000001432023091120240611,20240409,2
0000001432023091120240611,20240410,2
0000001432023091120240611,20240411,2
0000001432023091120240611,20240412,2
0000001432023091120240611,20240413,2
0000001432023091120240611,20240415,2
0000001432023091120240611,20240416,2
0000001432023091120240611,20240417,2
0000001432023091120240611,20240418,2
0000001432023091120240611,20240419,2
0000001432023091120240611,20240420,2
0000001432023091120240611,20240422,2
0000001432023091120240611,20240423,2
0000001432023091120240611,20240424,2
0000001432023091120240611,20240425,2
0000001432023091120240611,20240426,2
0000001432023091120240611,20240427,2
0000001432023091120240611,20240429,2
0000001432023091120240611,20240430,2
0000001432023091120240611,20240501,2
0000001432023091120240611,20240502,2
0000001432023091120240611,20240503,2
0000001432023091120240611,20240504,2
0000001432023091120240611,20240506,2
0000001432023091120240611,20240507,2
0000001432023091120240611,20240508,2
0000001432023091120240611,20240509,2
0000001432023091120240611,20240510,2
0000001432023091120240611,20240511,2
0000001432023091120240611,20240513,2
0000001432023091120240611,20240514,2
0000001432023091120240611,20240515,2
0000001432023091120240611,20240516,2
0000001432023091120240611,20240517,2
0000001432023091120240611,20240518,2
0000001432023091120240611,20240520,2
0000001432023091120240611,20240521,2
0000001432023091120240611,20240522,2
0000001432023091120240611,20240523,2
0000001432023091120240611,20240524,2
0000001432023091120240611,20240525,2
0000001432023091120240611,20240527,2
0000001432023091120240611,20240528,2
0000001432023091120240611,20240529,2
0000001432023091120240611,20240530,2
0000001432023091120240611,20240531,2
0000001432023091120240611,20240601,2
0000001432023091120240611,20240603,2
0000001432023091120240611,20240604,2
0000001432023091120240611,20240605,2
0000001432023091120240611,20240606,2
0000001432023091120240611,20240607,2
0000001432023091120240611,20240608,2
0000001432023091120240611,20240610,2
0000001432023091120240611,20240611,2
0000001442023061020230910,20230908,2
0000001442023091120240611,20231101,2
0000001442023091120240611,20231225,2
0000001442023091120240611,20231226,2
0000001442023091120240611,20240101,2
0000001442023091120240611,20240106,2
0000001442023091120240611,20240401,2
0000001442023091120240611,20240425,2
0000001442023091120240611,20240501,2
0000001452023091120240611,20231101,2
0000001452023091120240611,20231225,2
0000001452023091120240611,20231226,2
0000001452023091120240611,20240101,2
0000001452023091120240611,20240106,2
0000001452023091120240611,20240401,2
0000001452023091120240611,20240425,2
0000001452023091120240611,20240501,2
0000001462023061020230910,20230908,2
0000001462023091120240611,20231101,2
0000001462023091120240611,20231225,2
0000001462023091120240611,20231226,2
0000001462023091120240611,20240101,2
0000001462023091120240611,20240106,2
0000001462023091120240611,20240401,2
0000001462023091120240611,20240425,2
0000001462023091120240611,20240501,2
0000001472023091120240611,20230911,1
0000001472023091120240611,20230912,1
0000001472023091120240611,20230913,1
0000001472023091120240611,20230914,1
0000001472023091120240611,20230915,1
0000001472023091120240611,20230916,1
0000001472023091120240611,20230918,1
0000001472023091120240611,20230919,1
0000001472023091120240611,20230920,1
0000001472023091120240611,20230921,1
0000001472023091120240611,20230922,1
0000001472023091120240611,20230923,1
0000001472023091120240611,20230925,1
0000001472023091120240611,20230926,1
0000001472023091120240611,20230927,1
0000001472023091120240611,20230928,1
0000001472023091120240611,20230929,1
0000001472023091120240611,20230930,1
0000001472023091120240611,20231002,1
0000001472023091120240611,20231003,1
0000001472023091120240611,20231004,1
0000001472023091120240611,20231005,1
0000001472023091120240611,20231006,1
0000001472023091120240611,20231007,1
0000001472023091120240611,20231009,1
0000001472023091120240611,20231010,1
0000001472023091120240611,20231011,1
0000001472023091120240611,20231012,1
0000001472023091120240611,20231013,1
0000001472023091120240611,20231014,1
0000001472023091120240611,20231016,1
0000001472023091120240611,20231017,1
0000001472023091120240611,20231018,1
0000001472023091120240611,20231019,1
0000001472023091120240611,20231020,1
0000001472023091120240611,20231021,1
0000001472023091120240611,20231023,1
0000001472023091120240611,20231024,1
0000001472023091120240611,20231025,1
0000001472023091120240611,20231026,1
0000001472023091120240611,20231027,1
0000001472023091120240611,20231028,1
0000001472023091120240611,20231030,1
0000001472023091120240611,20231031,1
0000001472023091120240611,20231101,2
0000001472023091120240611,20231102,1
0000001472023091120240611,20231103,1
0000001472023091120240611,20231104,1
0000001472023091120240611,20231106,1
0000001472023091120240611,20231107,1
0000001472023091120240611,20231108,1
0000001472023091120240611,20231109,1
0000001472023091120240611,20231110,1
0000001472023091120240611,20231111,1
0000001472023091120240611,20231113,1
0000001472023091120240611,20231114,1
0000001472023091120240611,20231115,1
0000001472023091120240611,20231116,1
0000001472023091120240611,20231117,1
0000001472023091120240611,20231118,1
0000001472023091120240611,20231120,1
0000001472023091120240611,20231121,1
0000001472023091120240611,20231122,1
0000001472023091120240611,20231123,1
0000001472023091120240611,20231124,1
0000001472023091120240611,20231125,1
0000001472023091120240611,20231127,1
0000001472023091120240611,20231128,1
0000001472023091120240611,20231129,1
0000001472023091120240611,20231130,1
0000001472023091120240611,20231201,1
0000001472023091120240611,20231202,1
0000001472023091120240611,20231204,1
0000001472023091120240611,20231205,1
0000001472023091120240611,20231206,1
0000001472023091120240611,20231207,1
0000001472023091120240611,20231208,1
0000001472023091120240611,20231209,1
0000001472023091120240611,20231211,1
0000001472023091120240611,20231212,1
0000001472023091120240611,20231213,1
0000001472023091120240611,20231214,1
0000001472023091120240611,20231215,1
0000001472023091120240611,20231216,1
0000001472023091120240611,20231218,1
0000001472023091120240611,20231219,1
0000001472023091120240611,20231220,1
0000001472023091120240611,20231221,1
0000001472023091120240611,20231222,1
0000001472023091120240611,20231223,2
0000001472023091120240611,20231225,2
0000001472023091120240611,20231226,2
0000001472023091120240611,20231227,2
0000001472023091120240611,20231228,2
0000001472023091120240611,20231229,2
0000001472023091120240611,20231230,2
0000001472023091120240611,20240101,2
0000001472023091120240611,20240102,2
0000001472023091120240611,20240103,2
0000001472023091120240611,20240104,2
0000001472023091120240611,20240105,2
0000001472023091120240611,20240106,2
0000001472023091120240611,20240108,1
0000001472023091120240611,20240109,1
0000001472023091120240611,20240110,1
0000001472023091120240611,20240111,1
0000001472023091120240611,20240112,1
0000001472023091120240611,20240113,1
0000001472023091120240611,20240115,1
0000001472023091120240611,20240116,1
0000001472023091120240611,20240117,1
0000001472023091120240611,20240118,1
0000001472023091120240611,20240119,1
0000001472023091120240611,20240120,1
0000001472023091120240611,20240122,1
0000001472023091120240611,20240123,1
0000001472023091120240611,20240124,1
0000001472023091120240611,20240125,1
0000001472023091120240611,20240126,1
0000001472023091120240611,20240127,1
0000001472023091120240611,20240129,1
0000001472023091120240611,20240130,1
0000001472023091120240611,20240131,1
0000001472023091120240611,20240201,1
0000001472023091120240611,20240202,1
0000001472023091120240611,20240203,1
0000001472023091120240611,20240205,1
0000001472023091120240611,20240206,1
0000001472023091120240611,20240207,1
0000001472023091120240611,20240208,2
0000001472023091120240611,20240209,2
0000001472023091120240611,20240210,2
0000001472023091120240611,20240212,2
0000001472023091120240611,20240213,2
0000001472023091120240611,20240214,1
0000001472023091120240611,20240215,1
0000001472023091120240611,20240216,1
0000001472023091120240611,20240217,1
0000001472023091120240611,20240219,1
0000001472023091120240611,20240220,1
0000001472023091120240611,20240221,1
0000001472023091120240611,20240222,1
0000001472023091120240611,20240223,1
0000001472023091120240611,20240224,1
0000001472023091120240611,20240226,1
0000001472023091120240611,20240227,1
0000001472023091120240611,20240228,1
0000001472023091120240611,20240229,1
0000001472023091120240611,20240301,1
0000001472023091120240611,20240302,1
0000001472023091120240611,20240304,1
0000001472023091120240611,20240305,1
0000001472023091120240611,20240306,1
0000001472023091120240611,20240307,1
0000001472023091120240611,20240308,1
0000001472023091120240611,20240309,1
0000001472023091120240611,20240311,1
0000001472023091120240611,20240312,1
0000001472023091120240611,20240313,1
0000001472023091120240611,20240314,1
0000001472023091120240611,20240315,1
0000001472023091120240611,20240316,1
0000001472023091120240611,20240318,1
0000001472023091120240611,20240319,1
0000001472023091120240611,20240320,1
0000001472023091120240611,20240321,1
0000001472023091120240611,20240322,1
0000001472023091120240611,20240323,1
0000001472023091120240611,20240325,1
0000001472023091120240611,20240326,1
0000001472023091120240611,20240327,1
0000001472023091120240611,20240328,2
0000001472023091120240611,20240329,2
0000001472023091120240611,20240330,2
0000001472023091120240611,20240401,2
0000001472023091120240611,20240402,2
0000001472023091120240611,20240403,1
0000001472023091120240611,20240404,1
0000001472023091120240611,20240405,1
0000001472023091120240611,20240406,1
0000001472023091120240611,20240408,1
0000001472023091120240611,20240409,1
0000001472023091120240611,20240410,1
0000001472023091120240611,20240411,1
0000001472023091120240611,20240412,1
0000001472023091120240611,20240413,1
0000001472023091120240611,20240415,1
0000001472023091120240611,20240416,1
0000001472023091120240611,20240417,1
0000001472023091120240611,20240418,1
0000001472023091120240611,20240419,1
0000001472023091120240611,20240420,1
0000001472023091120240611,20240422,1
0000001472023091120240611,20240423,1
0000001472023091120240611,20240424,1
0000001472023091120240611,20240425,2
0000001472023091120240611,20240426,1
0000001472023091120240611,20240427,1
0000001472023091120240611,20240429,1
0000001472023091120240611,20240430,1
0000001472023091120240611,20240501,2
0000001472023091120240611,20240502,1
0000001472023091120240611,20240503,1
0000001472023091120240611,20240504,1
0000001472023091120240611,20240506,1
0000001472023091120240611,20240507,1
0000001472023091120240611,20240508,1
0000001472023091120240611,20240509,1
0000001472023091120240611,20240510,1
0000001472023091120240611,20240511,1
0000001472023091120240611,20240513,1
0000001472023091120240611,20240514,1
0000001472023091120240611,20240515,1
0000001472023091120240611,20240516,1
0000001472023091120240611,20240517,1
0000001472023091120240611,20240518,1
0000001472023091120240611,20240520,1
0000001472023091120240611,20240521,1
0000001472023091120240611,20240522,1
0000001472023091120240611,20240523,1
0000001472023091120240611,20240524,1
0000001472023091120240611,20240525,1
0000001472023091120240611,20240527,1
0000001472023091120240611,20240528,1
0000001472023091120240611,20240529,1
0000001472023091120240611,20240530,1
0000001472023091120240611,20240531,1
0000001472023091120240611,20240601,1
0000001472023091120240611,20240603,1
0000001472023091120240611,20240604,1
0000001472023091120240611,20240605,1
0000001472023091120240611,20240606,1
0000001472023091120240611,20240607,1
0000001472023091120240611,20240608,1
0000001472023091120240611,20240610,1
0000001472023091120240611,20240611,1
0000001482023091120240611,20231101,2
0000001482023091120240611,20231223,2
0000001482023091120240611,20231225,2
0000001482023091120240611,20231226,2
0000001482023091120240611,20231227,2
0000001482023091120240611,20231228,2
0000001482023091120240611,20231229,2
0000001482023091120240611,20231230,2
0000001482023091120240611,20240101,2
0000001482023091120240611,20240102,2
0000001482023091120240611,20240103,2
0000001482023091120240611,20240104,2
0000001482023091120240611,20240105,2
0000001482023091120240611,20240106,2
0000001482023091120240611,20240208,2
0000001482023091120240611,20240209,2
0000001482023091120240611,20240210,2
0000001482023091120240611,20240212,2
0000001482023091120240611,20240213,2
0000001482023091120240611,20240328,2
0000001482023091120240611,20240329,2
0000001482023091120240611,20240330,2
0000001482023091120240611,20240401,2
0000001482023091120240611,20240402,2
0000001482023091120240611,20240425,2
0000001482023091120240611,20240501,2
0000001562023091120240611,20231101,2
0000001562023091120240611,20231208,2
0000001562023091120240611,20231209,2
0000001562023091120240611,20231223,2
0000001562023091120240611,20231225,2
0000001562023091120240611,20231226,2
0000001562023091120240611,20231227,2
0000001562023091120240611,20231228,2
0000001562023091120240611,20231229,2
0000001562023091120240611,20231230,2
0000001562023091120240611,20240101,2
0000001562023091120240611,20240102,2
0000001562023091120240611,20240103,2
0000001562023091120240611,20240104,2
0000001562023091120240611,20240105,2
0000001562023091120240611,20240106,2
0000001562023091120240611,20240208,2
0000001562023091120240611,20240209,2
0000001562023091120240611,20240210,2
0000001562023091120240611,20240212,2
0000001562023091120240611,20240213,2
0000001562023091120240611,20240328,2
0000001562023091120240611,20240329,2
0000001562023091120240611,20240330,2
0000001562023091120240611,20240401,2
0000001562023091120240611,20240402,2
0000001562023091120240611,20240425,2
0000001562023091120240611,20240501,2
0000001572023091120240611,20231101,2
0000001572023091120240611,20231208,2
0000001572023091120240611,20231209,2
0000001572023091120240611,20231223,2
0000001572023091120240611,20231225,2
0000001572023091120240611,20231226,2
0000001572023091120240611,20231227,2
0000001572023091120240611,20231228,2
0000001572023091120240611,20231229,2
0000001572023091120240611,20231230,2
0000001572023091120240611,20240101,2
0000001572023091120240611,20240102,2
0000001572023091120240611,20240103,2
0000001572023091120240611,20240104,2
0000001572023091120240611,20240105,2
0000001572023091120240611,20240106,2
0000001572023091120240611,20240208,2
0000001572023091120240611,20240209,2
0000001572023091120240611,20240210,2
0000001572023091120240611,20240212,2
0000001572023091120240611,20240213,2
0000001572023091120240611,20240328,2
0000001572023091120240611,20240329,2
0000001572023091120240611,20240330,2
0000001572023091120240611,20240401,2
0000001572023091120240611,20240402,2
0000001572023091120240611,20240425,2
0000001572023091120240611,20240501,2
0000001642023091120240611,20231101,2
0000001642023091120240611,20231208,2
0000001642023091120240611,20231209,1
0000001642023091120240611,20231223,1
0000001642023091120240611,20231225,2
0000001642023091120240611,20231226,2
0000001642023091120240611,20231227,1
0000001642023091120240611,20231228,1
0000001642023091120240611,20231229,1
0000001642023091120240611,20231230,1
0000001642023091120240611,20240101,2
0000001642023091120240611,20240102,1
0000001642023091120240611,20240103,1
0000001642023091120240611,20240104,1
0000001642023091120240611,20240105,1
